#OTU ID	Read
Zotu23	356
Zotu68	183
Zotu83	336
Zotu50	523
Zotu1	2687
Zotu197	148
Zotu32	605
Zotu5	975
Zotu7	1363
Zotu8	713
Zotu31	353
Zotu9	898
Zotu4	1013
Zotu26	745
Zotu6	1377
Zotu19	369
Zotu2	2837
Zotu17	631
Zotu11	976
Zotu33	281
Zotu10	1165
Zotu916	31
Zotu76	337
Zotu3	1384
Zotu311	258
Zotu16	661
Zotu13	681
Zotu72	339
Zotu44	297
Zotu22	339
Zotu47	337
Zotu244	163
Zotu28	503
Zotu20	505
Zotu51	393
Zotu48	401
Zotu34	594
Zotu25	399
Zotu187	285
Zotu1352	63
Zotu1915	21
Zotu222	179
Zotu21	543
Zotu102	189
Zotu110	406
Zotu15	531
Zotu101	190
Zotu107	216
Zotu64	382
Zotu204	125
Zotu282	118
Zotu45	332
Zotu671	97
Zotu27	416
Zotu236	150
Zotu287	97
Zotu164	121
Zotu91	261
Zotu78	293
Zotu133	166
Zotu157	229
Zotu58	392
Zotu283	97
Zotu126	147
Zotu37	239
Zotu109	208
Zotu111	233
Zotu105	248
Zotu335	211
Zotu239	231
Zotu211	302
Zotu162	245
Zotu1136	132
Zotu30	420
Zotu87	293
Zotu728	91
Zotu292	86
Zotu141	144
Zotu14	702
Zotu59	324
Zotu40	349
Zotu573	103
Zotu209	11
Zotu36	293
Zotu1396	46
Zotu360	92
Zotu1050	160
Zotu82	254
Zotu353	117
Zotu150	137
Zotu284	62
Zotu624	111
Zotu721	118
Zotu123	137
Zotu401	39
Zotu1940	65
Zotu790	39
Zotu108	169
Zotu779	81
Zotu1340	30
Zotu416	58
Zotu121	288
Zotu147	173
Zotu154	131
Zotu24	396
Zotu1774	98
Zotu369	90
Zotu74	284
Zotu201	181
Zotu1373	153
Zotu414	64
Zotu596	162
Zotu420	67
Zotu467	121
Zotu694	74
Zotu521	108
Zotu122	217
Zotu63	304
Zotu349	153
Zotu80	285
Zotu18	442
Zotu308	158
Zotu346	69
Zotu1706	60
Zotu46	131
Zotu1687	171
Zotu168	188
Zotu120	247
Zotu288	166
Zotu648	161
Zotu88	163
Zotu53	234
Zotu453	53
Zotu194	167
Zotu2263	67
Zotu967	65
Zotu139	323
Zotu1647	120
Zotu354	167
Zotu1467	81
Zotu151	183
Zotu472	220
Zotu1431	143
Zotu119	187
Zotu758	261
Zotu1395	76
Zotu508	77
Zotu212	238
Zotu1795	41
Zotu1363	115
Zotu759	96
Zotu1323	112
Zotu1624	79
Zotu316	104
Zotu424	176
Zotu71	335
Zotu803	80
Zotu39	249
Zotu1439	89
Zotu259	135
Zotu96	143
Zotu245	109
Zotu1394	58
Zotu93	220
Zotu170	308
Zotu490	116
Zotu513	80
Zotu1998	64
Zotu1502	49
Zotu352	55
Zotu66	339
Zotu807	101
Zotu541	174
Zotu1058	28
Zotu1088	89
Zotu498	121
Zotu1939	60
Zotu152	197
Zotu1866	38
Zotu61	372
Zotu870	98
Zotu727	67
Zotu79	227
Zotu130	191
Zotu480	142
Zotu735	154
Zotu1608	45
Zotu616	114
Zotu1550	48
Zotu230	119
Zotu1592	63
Zotu57	451
Zotu407	87
Zotu134	134
Zotu1196	41
Zotu917	58
Zotu875	105
Zotu38	354
Zotu115	176
Zotu877	68
Zotu481	76
Zotu226	156
Zotu140	403
Zotu362	166
Zotu731	98
Zotu685	33
Zotu84	361
Zotu195	110
Zotu720	40
Zotu67	253
Zotu566	141
Zotu962	161
Zotu35	347
Zotu1335	92
Zotu454	97
Zotu664	131
Zotu469	75
Zotu43	363
Zotu859	55
Zotu432	58
Zotu1454	132
Zotu2242	87
Zotu179	119
Zotu307	149
Zotu382	82
Zotu868	193
Zotu1629	38
Zotu2120	51
Zotu75	280
Zotu77	316
Zotu550	119
Zotu118	182
Zotu1267	66
