rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	18855	1363	100	18824.7	39.6	57.7
Enterococcus_4;size=4	1	1381	32199	1381	100	32142.7	39.6	59.4
Staphylococcus_4;size=4	1	1372	45964	1372	100	45883.9	39.6	32.8
Bacillus_4_5;size=3	1	1370	15835	1370	100	15809.8	39.6	10.9
Bacillus_7;size=2	1	1370	8619	1370	100	8608.27	39.6	11.3
Escherichia_5;size=2	1	1363	5648	1363	100	5641.86	39.6	17.8
Listeria_2_5;size=2	1	1370	25338	1370	100	25310.9	39.6	15.6
Listeria_6;size=2	1	1370	16196	1370	100	16174.2	39.6	15.3
Bacillus_1;size=1	1	1370	5669	1370	100	5660.33	39.6	10.3
Bacillus_3;size=1	1	1370	4713	1370	100	4706.73	39.6	13.8
Bacillus_8;size=1	1	1370	9109	1370	100	9095.73	39.6	21.7
Bacillus_9;size=1	1	1370	8700	1370	100	8683.66	39.6	10.1
Escherichia_1;size=1	1	1363	3331	1363	100	3324.42	39.6	47.6
Escherichia_2;size=1	1	1363	2838	1363	100	2834.7	39.6	15.9
Escherichia_4;size=1	1	1363	2755	1363	100	2751.3	39.6	47.3
Escherichia_6;size=1	1	1363	2846	1363	100	2839.16	39.6	50.9
Escherichia_7;size=1	1	1363	3250	1363	100	3239.27	39.6	46.9
Lactobacillus_1;size=1	1	1406	7362	1406	100	7328.04	39.6	39.5
Lactobacillus_2;size=1	1	1396	7452	1396	100	7431.6	39.6	22.9
Lactobacillus_3;size=1	1	1396	13747	1396	100	13716.4	39.6	20.4
Lactobacillus_4;size=1	1	1396	11303	1396	100	11268.7	39.6	31
Lactobacillus_5;size=1	1	1396	10262	1396	100	10240.5	39.6	36.7
Listeria_1;size=1	1	1370	9584	1370	100	9551.31	39.6	15.5
Pseudomonas_1_2_3_4;size=1	1	1357	4149	1357	100	4141.07	39.6	59.9
Salmonella_7;size=1	1	1363	3520	1363	100	3512.31	39.6	52
Staphylococcus_2;size=1	1	1372	10724	1372	100	10707.2	39.6	38
Staphylococcus_3;size=1	1	1372	10035	1372	100	10017.6	39.6	27.3
