rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	3704	1363	100	3683.62	43.7	58.4
Enterococcus_4;size=4	1	1381	8156	1381	100	8113.49	43.9	59.1
Staphylococcus_4;size=4	1	1372	9968	1372	100	9923.03	44.1	32.8
Bacillus_4_5;size=3	1	1370	3708	1370	100	3692.55	43.1	11.6
Bacillus_7;size=2	1	1370	2226	1370	100	2214.86	43.1	12.2
Escherichia_5;size=2	1	1363	1085	1363	100	1080.5	43.8	18
Listeria_2_5;size=2	1	1370	5620	1370	100	5596.27	43.2	14.5
Listeria_6;size=2	1	1370	3950	1370	100	3929.33	43.4	15.8
Bacillus_1;size=1	1	1370	1150	1370	100	1143.22	43	11.5
Bacillus_3;size=1	1	1370	1178	1370	100	1169.61	42.8	13.5
Bacillus_8;size=1	1	1370	2306	1370	100	2294.34	42.9	23.2
Bacillus_9;size=1	1	1370	1961	1370	100	1950.79	43	9.65
Escherichia_1;size=1	1	1363	749	1363	100	743.48	43.7	47.1
Escherichia_2;size=1	1	1363	552	1363	100	549.18	43.3	17.3
Escherichia_4;size=1	1	1363	599	1363	100	593.871	43.9	50.4
Escherichia_6;size=1	1	1363	555	1363	100	548.491	43.8	54.2
Escherichia_7;size=1	1	1363	742	1363	100	737.153	43.7	49.6
Lactobacillus_1;size=1	1	1406	1768	1406	100	1747.9	42.2	39.5
Lactobacillus_2;size=1	1	1396	1756	1396	100	1742.06	42	23.5
Lactobacillus_3;size=1	1	1396	2797	1396	100	2775.02	42.1	22.2
Lactobacillus_4;size=1	1	1396	2516	1396	100	2495.11	42.1	32.9
Lactobacillus_5;size=1	1	1396	2520	1396	100	2500.3	42.2	39.4
Listeria_1;size=1	1	1370	2351	1370	100	2332.18	43.3	15.3
Pseudomonas_1_2_3_4;size=1	1	1357	968	1357	100	961.124	43.4	59.9
Salmonella_7;size=1	1	1363	722	1363	100	715.677	43.5	54.1
Staphylococcus_2;size=1	1	1372	2355	1372	100	2345.27	44.1	42
Staphylococcus_3;size=1	1	1372	2331	1372	100	2317.68	44.1	28.6
