rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	21	4210	100	20.9143	43.4	4.9
Bacillus_1;size=1	1	4210	35	4210	100	34.7625	41.9	2.91
Bacillus_2;size=1	1	4387	30	4387	100	29.7139	40.2	11
Bacillus_3;size=1	1	4387	19	4387	100	18.7677	40.6	5.42
Bacillus_4_5;size=1	1	4210	44	4210	100	43.6038	41.1	2.75
Bacillus_6;size=1	1	4210	18	4210	100	17.2981	43	5.5
Bacillus_7;size=1	1	4210	22	4210	100	21.8045	41.5	2.86
Bacillus_8;size=1	1	4210	34	4210	100	33.7682	42.1	13.5
Bacillus_9;size=1	1	4210	23	4210	100	22.8603	43.5	13
Enterococcus_1;size=1	1	4364	16	4364	100	15.1797	43.4	28.6
Enterococcus_2;size=1	1	4364	28	4364	100	27.7605	42.8	30.5
Enterococcus_3;size=1	1	4262	29	4262	100	28.8238	44.7	5.17
Enterococcus_4;size=1	1	4262	32	4262	100	31.7513	44.3	5.12
Escherichia_1;size=1	1	4451	18	4451	100	17.8971	45.1	56.1
Escherichia_2;size=1	1	4358	24	4358	100	23.1083	42.8	4.62
Escherichia_3;size=1	1	4358	19	4358	100	18.9238	44.1	5.68
Escherichia_4;size=1	1	4452	15	4452	100	14.9443	45.1	40.3
Escherichia_5;size=1	1	4358	23	4358	100	22.749	42	5.04
Escherichia_6;size=1	1	4441	16	4441	100	15.8795	44	47.2
Escherichia_7;size=1	1	4435	14	4435	100	13.7107	42.9	54.2
Lactobacillus_1;size=1	1	4268	53	4268	100	51.9152	42	31.3
Lactobacillus_2;size=1	1	4453	46	4453	100	44.7186	43.5	42
Lactobacillus_3;size=1	1	4258	71	4258	100	69.4523	42.8	33.5
Lactobacillus_4;size=1	1	4258	46	4258	100	44.5568	43.4	28
Lactobacillus_5;size=1	1	4453	34	4453	100	33.7168	42.9	43.1
Listeria_1;size=1	1	4291	51	4291	100	50.608	43.3	3.63
Listeria_2_5;size=1	1	4291	57	4291	100	56.6977	43.3	5.09
Listeria_3;size=1	1	4542	27	4542	100	26.511	42.2	4.93
Listeria_4;size=1	1	4542	39	4542	100	38.2237	42.3	3.74
Listeria_6;size=1	1	4291	44	4291	100	43.7113	43.6	3.68
Pseudomonas_1_2_3_4;size=1	1	4456	20	4456	100	19.853	43.8	60
Salmonella_1;size=1	1	4360	48	4360	100	47.7028	44.4	4.31
Salmonella_2_4;size=1	1	4360	24	4360	100	23.9356	42	4.96
Salmonella_3;size=1	1	4519	18	4519	100	17.8407	43	15.7
Salmonella_5;size=1	1	4519	16	4519	100	15.929	43.8	11.8
Salmonella_6;size=1	1	4360	20	4360	100	19.8982	41.7	6.5
Salmonella_7;size=1	1	4619	16	4619	100	15.1793	43.5	56.9
Staphylococcus_1;size=1	1	4466	33	4466	100	32.6346	44.3	39.3
Staphylococcus_2;size=1	1	4512	36	4512	100	35.5929	42.9	42.1
Staphylococcus_3;size=1	1	4516	33	4516	100	31.7447	44.5	53.5
Staphylococcus_4;size=1	1	4391	41	4391	100	39.3774	43.5	30.8
Staphylococcus_5;size=1	1	4424	31	4424	100	30.7606	44.3	43.6
Staphylococcus_6;size=1	1	4483	36	4483	100	35.7441	44.1	53.4
