rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	5	1363	100	4.98753	61.7	60
Enterococcus_4;size=4	1	1381	10	1381	100	9.98479	77.9	60
Staphylococcus_4;size=4	1	1372	39	1372	100	38.9227	76.8	36.7
Bacillus_4_5;size=3	1	1370	8	1370	100	7.98832	84.9	15.1
Bacillus_7;size=2	1	1370	10	1370	100	9.99781	89.4	14.4
Escherichia_5;size=2	1	1363	7	1363	100	6.9934	80.1	18.1
Listeria_2_5;size=2	1	1370	9	1370	100	8.97664	67.5	15.9
Listeria_6;size=2	1	1370	4	1370	100	3.99416	77.8	16.8
Bacillus_1;size=1	1	1370	3	1370	100	2.98978	49.2	17.3
Bacillus_8;size=1	1	1370	3	1370	100	2.99708	77.8	31.7
Bacillus_9;size=1	1	1370	1	1366	99.708	0.99708	51.5	21
Escherichia_1;size=1	1	1363	2	1363	100	1.9978	66.7	60
Escherichia_2;size=1	1	1363	7	1363	100	6.94791	66.8	20.4
Escherichia_6;size=1	1	1363	1	1363	100	1	93	60
Lactobacillus_1;size=1	1	1406	5	1406	100	4.99929	92.7	54
Lactobacillus_2;size=1	1	1396	5	1396	100	4.99069	67.8	33.6
Lactobacillus_3;size=1	1	1396	3	1396	100	2.99713	80.6	29.3
Lactobacillus_4;size=1	1	1396	5	1396	100	4.99427	71.8	39.4
Lactobacillus_5;size=1	1	1396	2	1396	100	1.99499	67.1	49.5
Listeria_1;size=1	1	1370	5	1370	100	4.98832	69.7	20
Pseudomonas_1_2_3_4;size=1	1	1357	16	1357	100	15.9661	75.3	60
Salmonella_7;size=1	1	1363	2	1363	100	1.99927	92.9	60
Staphylococcus_2;size=1	1	1372	13	1372	100	12.9832	74.2	47.7
Staphylococcus_3;size=1	1	1372	11	1372	100	10.9453	54.4	44.7
Bacillus_3;size=1	1	1370	0	0	0	0	0	0
Escherichia_4;size=1	1	1363	0	0	0	0	0	0
Escherichia_7;size=1	1	1363	0	0	0	0	0	0
