rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	2234	1363	100	2221.59	43.7	58.2
Enterococcus_4;size=4	1	1381	4939	1381	100	4912.64	43.9	59.1
Staphylococcus_4;size=4	1	1372	6070	1372	100	6039.85	44.1	32.9
Bacillus_4_5;size=3	1	1370	2231	1370	100	2220.75	43.1	11.6
Bacillus_7;size=2	1	1370	1388	1370	100	1381.43	43.1	12.1
Escherichia_5;size=2	1	1363	669	1363	100	666.428	43.8	18.1
Listeria_2_5;size=2	1	1370	3473	1370	100	3458.92	43.2	14.4
Listeria_6;size=2	1	1370	2474	1370	100	2461.73	43.3	15.8
Bacillus_1;size=1	1	1370	691	1370	100	686.788	42.9	11.4
Bacillus_3;size=1	1	1370	727	1370	100	722.009	42.7	13.6
Bacillus_8;size=1	1	1370	1414	1370	100	1405.93	43	23.1
Bacillus_9;size=1	1	1370	1223	1370	100	1216.75	43	9.67
Escherichia_1;size=1	1	1363	474	1363	100	469.759	43.6	47.5
Escherichia_2;size=1	1	1363	338	1363	100	336.652	43.4	17.2
Escherichia_4;size=1	1	1363	398	1363	100	394.676	43.9	51
Escherichia_6;size=1	1	1363	334	1363	100	331.107	43.8	55.4
Escherichia_7;size=1	1	1363	465	1363	100	461.97	43.8	49.4
Lactobacillus_1;size=1	1	1406	1078	1406	100	1065.3	42	39.5
Lactobacillus_2;size=1	1	1396	1019	1396	100	1010.74	41.9	23.3
Lactobacillus_3;size=1	1	1396	1708	1396	100	1693.39	42.1	21.7
Lactobacillus_4;size=1	1	1396	1534	1396	100	1522.44	42.2	33.1
Lactobacillus_5;size=1	1	1396	1538	1396	100	1527.95	42.1	39.4
Listeria_1;size=1	1	1370	1406	1370	100	1395.65	43.3	15.2
Pseudomonas_1_2_3_4;size=1	1	1357	603	1357	100	598.742	43.4	59.9
Salmonella_7;size=1	1	1363	456	1363	100	452.073	43.6	53.8
Staphylococcus_2;size=1	1	1372	1423	1372	100	1418.09	44	42
Staphylococcus_3;size=1	1	1372	1388	1372	100	1380.18	44.2	28.5
