rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	6082	1363	100	6067.88	76.5	59.9
Enterococcus_4;size=4	1	1381	4254	1381	100	4242.23	75.3	59.8
Staphylococcus_4;size=4	1	1372	27279	1372	100	27217	75.7	38.3
Bacillus_4_5;size=3	1	1370	5898	1370	100	5884.67	75.5	14.4
Bacillus_7;size=2	1	1370	3229	1370	100	3221.68	75	14.6
Escherichia_5;size=2	1	1363	3961	1363	100	3953.34	77	18.3
Listeria_2_5;size=2	1	1370	7511	1370	100	7494.4	75.4	16.1
Listeria_6;size=2	1	1370	4351	1370	100	4341.28	75.3	16.7
Bacillus_1;size=1	1	1370	1369	1370	100	1365.2	74.9	14
Bacillus_3;size=1	1	1370	1046	1370	100	1043.68	74.8	15.2
Bacillus_8;size=1	1	1370	1596	1370	100	1592.48	75.5	30
Bacillus_9;size=1	1	1370	1831	1370	100	1825.93	74.6	18.5
Escherichia_1;size=1	1	1363	1948	1363	100	1943.86	76.2	59.7
Escherichia_2;size=1	1	1363	2065	1363	100	2060.76	76.2	18.1
Escherichia_4;size=1	1	1363	1566	1363	100	1562.46	76.7	59.2
Escherichia_6;size=1	1	1363	1557	1363	100	1552.64	75.6	59.6
Escherichia_7;size=1	1	1363	1597	1363	100	1593.2	76.1	59.2
Lactobacillus_1;size=1	1	1406	3807	1406	100	3798.25	75.3	53.9
Lactobacillus_2;size=1	1	1396	2897	1396	100	2889.02	75.3	33.3
Lactobacillus_3;size=1	1	1396	4360	1396	100	4348.06	76	28.8
Lactobacillus_4;size=1	1	1396	4227	1396	100	4217.93	75.2	36.7
Lactobacillus_5;size=1	1	1396	2847	1396	100	2838.21	75.3	44
Listeria_1;size=1	1	1370	2952	1370	100	2945.05	75.4	18
Pseudomonas_1_2_3_4;size=1	1	1357	9185	1357	100	9163.84	76.5	60
Salmonella_7;size=1	1	1363	643	1363	100	639.695	77.7	59.5
Staphylococcus_2;size=1	1	1372	6539	1372	100	6525.37	75.7	49.1
Staphylococcus_3;size=1	1	1372	5073	1372	100	5058.12	75.2	40.9
