rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	973	1363	100	971.574	39.6	57.6
Enterococcus_4;size=4	1	1381	1650	1381	100	1646.81	39.6	59.4
Staphylococcus_4;size=4	1	1372	2271	1372	100	2267.09	39.6	32.5
Bacillus_4_5;size=3	1	1370	782	1370	100	780.881	39.6	10.9
Bacillus_7;size=2	1	1370	455	1370	100	454.547	39.6	11.4
Escherichia_5;size=2	1	1363	314	1363	100	313.727	39.6	17.8
Listeria_2_5;size=2	1	1370	1291	1370	100	1289.55	39.6	15.5
Listeria_6;size=2	1	1370	800	1370	100	798.857	39.6	15.2
Bacillus_1;size=1	1	1370	267	1370	100	266.528	39.6	10.5
Bacillus_3;size=1	1	1370	237	1370	100	236.709	39.6	13.8
Bacillus_8;size=1	1	1370	470	1370	100	469.323	39.6	21.1
Bacillus_9;size=1	1	1370	450	1370	100	449.19	39.7	10.6
Escherichia_1;size=1	1	1363	160	1363	100	159.591	39.6	47.6
Escherichia_2;size=1	1	1363	162	1363	100	161.794	39.6	16.3
Escherichia_4;size=1	1	1363	113	1363	100	112.885	39.6	48.2
Escherichia_6;size=1	1	1363	160	1363	100	159.821	39.5	50.6
Escherichia_7;size=1	1	1363	149	1363	100	148.486	39.6	47.8
Lactobacillus_1;size=1	1	1406	378	1406	100	376.218	39.6	37.5
Lactobacillus_2;size=1	1	1396	360	1396	100	359.144	39.6	23.8
Lactobacillus_3;size=1	1	1396	686	1396	100	684.408	39.6	20.1
Lactobacillus_4;size=1	1	1396	540	1396	100	537.753	39.6	31.1
Lactobacillus_5;size=1	1	1396	534	1396	100	532.912	39.6	38
Listeria_1;size=1	1	1370	515	1370	100	513.422	39.7	15.8
Pseudomonas_1_2_3_4;size=1	1	1357	212	1357	100	211.515	39.7	59.8
Salmonella_7;size=1	1	1363	184	1363	100	183.674	39.6	53.6
Staphylococcus_2;size=1	1	1372	563	1372	100	562.031	39.6	37.9
Staphylococcus_3;size=1	1	1372	521	1372	100	520.052	39.7	28.2
