rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	116	1363	100	115.88	39.6	58.4
Enterococcus_4;size=4	1	1381	190	1381	100	189.645	39.7	59.2
Staphylococcus_4;size=4	1	1372	252	1372	100	251.386	39.6	32.8
Bacillus_4_5;size=3	1	1370	92	1370	100	91.8788	39.6	11.1
Bacillus_7;size=2	1	1370	59	1370	100	58.954	39.6	10.9
Escherichia_5;size=2	1	1363	37	1363	100	36.9648	39.7	18.4
Listeria_2_5;size=2	1	1370	145	1370	100	144.885	39.5	15.1
Listeria_6;size=2	1	1370	82	1370	100	81.9007	39.5	14.5
Bacillus_1;size=1	1	1370	31	1370	100	30.9423	39.6	11.4
Bacillus_3;size=1	1	1370	41	1370	100	40.9701	39.6	13.9
Bacillus_8;size=1	1	1370	53	1370	100	52.9292	39.7	20.9
Bacillus_9;size=1	1	1370	41	1370	100	40.9307	39.9	11.3
Escherichia_1;size=1	1	1363	12	1363	100	11.9905	39.7	48.9
Escherichia_2;size=1	1	1363	26	1363	100	25.9875	39.8	16.3
Escherichia_4;size=1	1	1363	14	1363	100	13.9956	39.8	51.8
Escherichia_6;size=1	1	1363	21	1363	100	20.9736	39.3	53.2
Escherichia_7;size=1	1	1363	15	1363	100	14.9853	39.6	43.4
Lactobacillus_1;size=1	1	1406	43	1406	100	42.6913	39.8	34.7
Lactobacillus_2;size=1	1	1396	49	1396	100	48.8968	39.5	22.1
Lactobacillus_3;size=1	1	1396	69	1396	100	68.904	39.5	17.9
Lactobacillus_4;size=1	1	1396	72	1396	100	71.4577	39.7	31
Lactobacillus_5;size=1	1	1396	82	1396	100	81.8446	39.8	37.3
Listeria_1;size=1	1	1370	57	1370	100	56.8482	39.8	15
Pseudomonas_1_2_3_4;size=1	1	1357	23	1357	100	22.9204	39.7	60
Salmonella_7;size=1	1	1363	25	1363	100	24.9604	39.4	50.6
Staphylococcus_2;size=1	1	1372	64	1372	100	63.9162	39.5	39.8
Staphylococcus_3;size=1	1	1372	56	1372	100	55.9118	39.6	25.5
