rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	2	1363	100	2	91.2	60
Enterococcus_4;size=4	1	1381	8	1381	100	7.98479	74.5	60
Staphylococcus_4;size=4	1	1372	21	1372	100	20.9534	75.1	34.5
Bacillus_4_5;size=3	1	1370	4	1370	100	3.98832	79.4	15.8
Bacillus_7;size=2	1	1370	6	1370	100	6	92.1	14
Escherichia_5;size=2	1	1363	5	1363	100	4.9934	75.6	18.6
Listeria_2_5;size=2	1	1370	6	1370	100	5.98686	63.9	14.7
Listeria_6;size=2	1	1370	2	1370	100	1.99781	75.9	17
Bacillus_1;size=1	1	1370	2	1370	100	1.99197	43.8	18.5
Bacillus_8;size=1	1	1370	1	1368	99.854	0.99854	88	30
Bacillus_9;size=1	1	1370	1	1366	99.708	0.99708	51.5	21
Escherichia_1;size=1	1	1363	1	1360	99.7799	0.997799	40.3	60
Escherichia_2;size=1	1	1363	5	1363	100	4.95451	69.4	20.4
Lactobacillus_1;size=1	1	1406	1	1405	99.9289	0.999289	92.9	54
Lactobacillus_2;size=1	1	1396	2	1396	100	1.99928	70.3	32
Lactobacillus_3;size=1	1	1396	2	1396	100	1.99713	74.4	30
Lactobacillus_4;size=1	1	1396	2	1396	100	1.99713	67.4	37.5
Listeria_1;size=1	1	1370	3	1370	100	3	82.5	17
Pseudomonas_1_2_3_4;size=1	1	1357	8	1357	100	7.98747	74.6	60
Salmonella_7;size=1	1	1363	2	1363	100	1.99927	92.9	60
Staphylococcus_2;size=1	1	1372	5	1372	100	4.99927	85.4	47.4
Staphylococcus_3;size=1	1	1372	5	1372	100	4.98178	65.1	43.2
Bacillus_3;size=1	1	1370	0	0	0	0	0	0
Escherichia_4;size=1	1	1363	0	0	0	0	0	0
Escherichia_6;size=1	1	1363	0	0	0	0	0	0
Escherichia_7;size=1	1	1363	0	0	0	0	0	0
Lactobacillus_5;size=1	1	1396	0	0	0	0	0	0
