rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	151	1363	100	150.865	39.5	57.8
Enterococcus_4;size=4	1	1381	207	1381	100	206.664	39.7	59.7
Staphylococcus_4;size=4	1	1372	308	1372	100	307.357	39.6	32.8
Bacillus_4_5;size=3	1	1370	127	1370	100	126.82	39.7	11
Bacillus_7;size=2	1	1370	65	1370	100	64.9416	39.6	10.6
Escherichia_5;size=2	1	1363	62	1363	100	61.9362	39.5	17.7
Listeria_2_5;size=2	1	1370	196	1370	100	195.819	39.5	15.7
Listeria_6;size=2	1	1370	110	1370	100	109.798	39.4	15.2
Bacillus_1;size=1	1	1370	37	1370	100	36.9197	39.7	10.3
Bacillus_3;size=1	1	1370	36	1370	100	35.9635	39.8	12.4
Bacillus_8;size=1	1	1370	65	1370	100	64.9117	39.4	23
Bacillus_9;size=1	1	1370	52	1370	100	51.8774	39.7	9.92
Escherichia_1;size=1	1	1363	19	1363	100	18.989	39.5	47.6
Escherichia_2;size=1	1	1363	30	1363	100	29.978	39.8	16.7
Escherichia_4;size=1	1	1363	11	1363	100	10.9956	39.4	44.2
Escherichia_6;size=1	1	1363	27	1363	100	26.9773	39.5	48.6
Escherichia_7;size=1	1	1363	15	1363	100	14.9905	39.4	46.8
Lactobacillus_1;size=1	1	1406	54	1406	100	53.803	39.8	38.6
Lactobacillus_2;size=1	1	1396	56	1396	100	55.8961	39.6	23.4
Lactobacillus_3;size=1	1	1396	83	1396	100	82.9248	39.6	21.2
Lactobacillus_4;size=1	1	1396	87	1396	100	86.4706	39.7	30.3
Lactobacillus_5;size=1	1	1396	67	1396	100	66.8331	39.6	35.1
Listeria_1;size=1	1	1370	74	1370	100	73.8818	39.8	15.8
Pseudomonas_1_2_3_4;size=1	1	1357	35	1357	100	34.9101	39.6	60
Salmonella_7;size=1	1	1363	29	1363	100	28.9626	39.5	56.2
Staphylococcus_2;size=1	1	1372	79	1372	100	78.8892	39.7	38.4
Staphylococcus_3;size=1	1	1372	77	1372	100	76.8433	39.7	25.5
