rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	10	4210	100	9.95368	43.7	4.5
Bacillus_1;size=1	1	4210	15	4210	100	14.8979	42.7	3.33
Bacillus_2;size=1	1	4387	14	4387	100	13.8138	38.4	10.4
Bacillus_3;size=1	1	4387	6	4387	100	5.86506	37	5.83
Bacillus_4_5;size=1	1	4210	18	4210	100	17.8862	42.5	2.67
Bacillus_6;size=1	1	4210	8	4210	100	7.34228	44.3	5.12
Bacillus_7;size=1	1	4210	11	4210	100	10.8686	41	3.18
Bacillus_8;size=1	1	4210	16	4210	100	15.8888	41.5	14.1
Bacillus_9;size=1	1	4210	9	4210	100	8.96342	44	17
Enterococcus_1;size=1	1	4364	9	4364	100	8.87557	42.7	29.1
Enterococcus_2;size=1	1	4364	15	4364	100	14.8508	41.9	27.1
Enterococcus_3;size=1	1	4262	13	4262	100	12.886	44.7	5.08
Enterococcus_4;size=1	1	4262	11	4262	100	10.923	44.3	5
Escherichia_1;size=1	1	4451	8	4451	100	7.929	44.8	53.8
Escherichia_2;size=1	1	4358	6	4358	100	5.2196	43.2	6.17
Escherichia_3;size=1	1	4358	5	4358	100	4.98922	45.3	6.8
Escherichia_4;size=1	1	4452	5	4452	100	4.98562	44.8	39.2
Escherichia_5;size=1	1	4358	8	4358	100	7.93185	44.8	4.75
Escherichia_6;size=1	1	4441	8	4441	100	7.96375	45.3	47.8
Escherichia_7;size=1	1	4435	8	4435	100	7.86494	41.9	49.9
Lactobacillus_1;size=1	1	4268	25	4268	100	24.7765	42.3	31.6
Lactobacillus_2;size=1	1	4453	21	4453	100	20.011	42.9	36
Lactobacillus_3;size=1	1	4258	24	4258	100	23.8008	44.1	37.9
Lactobacillus_4;size=1	1	4258	17	4258	100	16.7879	42.8	21.4
Lactobacillus_5;size=1	1	4453	12	4453	100	11.9185	43	37
Listeria_1;size=1	1	4291	24	4291	100	23.8133	43.4	3.62
Listeria_2_5;size=1	1	4291	29	4291	100	28.8397	43	4.93
Listeria_3;size=1	1	4542	12	4542	100	11.6458	41.7	4.08
Listeria_4;size=1	1	4542	15	4542	100	14.6079	43.1	3.8
Listeria_6;size=1	1	4291	23	4291	100	22.8609	43.2	3.96
Pseudomonas_1_2_3_4;size=1	1	4456	8	4456	100	7.89991	43.1	60
Salmonella_1;size=1	1	4360	26	4360	100	25.8305	44.4	3.77
Salmonella_2_4;size=1	1	4360	13	4360	100	12.9713	42.6	5.38
Salmonella_3;size=1	1	4519	4	4519	100	3.96039	41.2	18.2
Salmonella_5;size=1	1	4519	5	4519	100	4.99491	43.6	9.6
Salmonella_6;size=1	1	4360	7	4360	100	6.95482	39.9	5.14
Salmonella_7;size=1	1	4619	9	4619	100	8.24334	44.4	59.4
Staphylococcus_1;size=1	1	4466	12	4466	100	11.8569	44.5	39.7
Staphylococcus_2;size=1	1	4512	15	4512	100	14.8533	44.4	44.5
Staphylococcus_3;size=1	1	4516	19	4516	100	18.7292	45.1	54.7
Staphylococcus_4;size=1	1	4391	19	4391	100	17.8686	42.3	31.4
Staphylococcus_5;size=1	1	4424	15	4424	100	14.8901	44.2	46.2
Staphylococcus_6;size=1	1	4483	17	4483	100	16.876	43.3	53.1
