rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	7	1363	100	6.98753	70.7	60
Enterococcus_4;size=4	1	1381	11	1381	100	10.9848	79.1	60
Staphylococcus_4;size=4	1	1372	47	1372	100	46.887	76	36.9
Bacillus_4_5;size=3	1	1370	10	1370	100	9.98029	80.4	14.6
Bacillus_7;size=2	1	1370	10	1370	100	9.99781	89.4	14.4
Escherichia_5;size=2	1	1363	7	1363	100	6.9934	80.1	18.1
Listeria_2_5;size=2	1	1370	11	1370	100	10.9745	67.5	16
Listeria_6;size=2	1	1370	5	1370	100	4.99416	80.9	16.6
Bacillus_1;size=1	1	1370	3	1370	100	2.98978	49.2	17.3
Bacillus_8;size=1	1	1370	4	1370	100	3.99562	81.5	31.2
Bacillus_9;size=1	1	1370	2	1370	100	1.99708	72.2	20
Escherichia_1;size=1	1	1363	4	1363	100	3.9956	75.6	60
Escherichia_2;size=1	1	1363	9	1363	100	8.94718	69.4	19.8
Escherichia_4;size=1	1	1363	2	1363	100	1.99927	92.7	60
Escherichia_6;size=1	1	1363	2	1363	100	2	92.6	60
Escherichia_7;size=1	1	1363	1	1361	99.8533	0.998533	92	60
Lactobacillus_1;size=1	1	1406	7	1406	100	6.99929	91.9	54
Lactobacillus_2;size=1	1	1396	8	1396	100	7.98496	71.8	32.9
Lactobacillus_3;size=1	1	1396	3	1396	100	2.99713	80.6	29.3
Lactobacillus_4;size=1	1	1396	7	1396	100	6.98352	68.6	40.9
Lactobacillus_5;size=1	1	1396	3	1396	100	2.99499	75.7	47.3
Listeria_1;size=1	1	1370	6	1370	100	5.98175	66.5	21.2
Pseudomonas_1_2_3_4;size=1	1	1357	20	1357	100	19.9425	78.7	60
Salmonella_7;size=1	1	1363	2	1363	100	1.99927	92.9	60
Staphylococcus_2;size=1	1	1372	16	1372	100	15.9825	76.4	47.8
Staphylococcus_3;size=1	1	1372	13	1372	100	12.941	59.8	41
Bacillus_3;size=1	1	1370	0	0	0	0	0	0
