rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	744	1363	100	741.409	76.5	59.9
Enterococcus_4;size=4	1	1381	560	1381	100	558.469	74.6	59.8
Staphylococcus_4;size=4	1	1372	3558	1372	100	3548.77	76.2	38.2
Bacillus_4_5;size=3	1	1370	784	1370	100	782.14	74.5	14.5
Bacillus_7;size=2	1	1370	453	1370	100	452.133	76.3	14.5
Escherichia_5;size=2	1	1363	513	1363	100	512.056	76.1	18.5
Listeria_2_5;size=2	1	1370	942	1370	100	939.972	75.4	16.3
Listeria_6;size=2	1	1370	532	1370	100	530.893	75.5	16.6
Bacillus_1;size=1	1	1370	170	1370	100	169.518	73.8	13.5
Bacillus_3;size=1	1	1370	119	1370	100	118.81	77.2	15.4
Bacillus_8;size=1	1	1370	211	1370	100	210.569	75.4	30.9
Bacillus_9;size=1	1	1370	237	1370	100	235.491	73.9	18.8
Escherichia_1;size=1	1	1363	248	1363	100	247.283	76.7	59.6
Escherichia_2;size=1	1	1363	266	1363	100	265.53	77.7	17.9
Escherichia_4;size=1	1	1363	200	1363	100	199.702	81.2	59.4
Escherichia_6;size=1	1	1363	190	1363	100	188.79	73.4	59.2
Escherichia_7;size=1	1	1363	206	1363	100	205.657	79.2	59.2
Lactobacillus_1;size=1	1	1406	517	1406	100	515.647	73.9	53.8
Lactobacillus_2;size=1	1	1396	367	1396	100	366.096	75.3	33.5
Lactobacillus_3;size=1	1	1396	570	1396	100	568.555	76.1	28.8
Lactobacillus_4;size=1	1	1396	561	1396	100	559.885	74.8	36.9
Lactobacillus_5;size=1	1	1396	384	1396	100	382.65	74.5	43.6
Listeria_1;size=1	1	1370	390	1370	100	389.098	74.6	18.4
Pseudomonas_1_2_3_4;size=1	1	1357	1221	1357	100	1218.31	76.9	60
Salmonella_7;size=1	1	1363	88	1363	100	87.788	72.4	59.5
Staphylococcus_2;size=1	1	1372	846	1372	100	844.053	74.4	49.1
Staphylococcus_3;size=1	1	1372	664	1372	100	662.44	76.4	40.6
