rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	16	1363	100	15.9538	44	60
Enterococcus_4;size=4	1	1381	30	1381	100	29.8856	44.7	59.5
Staphylococcus_4;size=4	1	1372	37	1372	100	36.7974	43.9	30.6
Bacillus_4_5;size=3	1	1370	20	1370	100	19.9431	43.8	11.9
Bacillus_7;size=2	1	1370	11	1370	100	10.9635	42.9	13
Escherichia_5;size=2	1	1363	5	1363	100	4.96405	42.9	20
Listeria_2_5;size=2	1	1370	28	1370	100	27.8832	43.8	14.7
Listeria_6;size=2	1	1370	24	1370	100	23.8898	41.9	16.5
Bacillus_1;size=1	1	1370	5	1370	100	4.96861	41.1	8.8
Bacillus_3;size=1	1	1370	7	1370	100	6.95912	40	17.7
Bacillus_8;size=1	1	1370	11	1370	100	10.9102	41	28.7
Bacillus_9;size=1	1	1370	14	1370	100	13.9664	43.2	5.86
Escherichia_1;size=1	1	1363	4	1363	100	3.99046	45.3	44.5
Escherichia_2;size=1	1	1363	6	1363	100	5.99853	46	14.8
Escherichia_4;size=1	1	1363	2	1363	100	1.96845	37.1	37
Escherichia_6;size=1	1	1363	2	1363	100	1.9912	44.5	29
Escherichia_7;size=1	1	1363	4	1363	100	3.82098	44.4	45
Lactobacillus_1;size=1	1	1406	7	1406	100	6.8926	41.4	31.7
Lactobacillus_2;size=1	1	1396	10	1396	100	9.86533	42.8	9.5
Lactobacillus_3;size=1	1	1396	21	1396	100	20.9176	41.5	24.2
Lactobacillus_4;size=1	1	1396	12	1396	100	11.8431	42.3	27.8
Lactobacillus_5;size=1	1	1396	10	1396	100	9.93553	42.2	41.5
Listeria_1;size=1	1	1370	14	1370	100	13.9599	43.4	17.1
Pseudomonas_1_2_3_4;size=1	1	1357	5	1357	100	4.97421	42.1	60
Salmonella_7;size=1	1	1363	4	1363	100	3.99193	44.5	60
Staphylococcus_2;size=1	1	1372	11	1372	100	10.9606	41.5	42.3
Staphylococcus_3;size=1	1	1372	9	1372	100	8.37099	45	29.3
