rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	391	1363	100	390.384	39.7	57.2
Enterococcus_4;size=4	1	1381	652	1381	100	650.705	39.6	59.2
Staphylococcus_4;size=4	1	1372	880	1372	100	878.413	39.6	32.4
Bacillus_4_5;size=3	1	1370	312	1370	100	311.588	39.7	11.1
Bacillus_7;size=2	1	1370	173	1370	100	172.828	39.6	10.7
Escherichia_5;size=2	1	1363	128	1363	100	127.897	39.6	17.5
Listeria_2_5;size=2	1	1370	526	1370	100	525.404	39.5	15.5
Listeria_6;size=2	1	1370	303	1370	100	302.542	39.6	14.9
Bacillus_1;size=1	1	1370	102	1370	100	101.815	39.6	11
Bacillus_3;size=1	1	1370	107	1370	100	106.893	39.7	14.2
Bacillus_8;size=1	1	1370	197	1370	100	196.666	39.6	21.6
Bacillus_9;size=1	1	1370	162	1370	100	161.68	39.7	11.3
Escherichia_1;size=1	1	1363	62	1363	100	61.8929	39.6	47.2
Escherichia_2;size=1	1	1363	72	1363	100	71.956	39.6	16.2
Escherichia_4;size=1	1	1363	40	1363	100	39.9861	39.5	51.2
Escherichia_6;size=1	1	1363	73	1363	100	72.9215	39.5	49.3
Escherichia_7;size=1	1	1363	58	1363	100	57.7359	39.6	47.4
Lactobacillus_1;size=1	1	1406	149	1406	100	148.18	39.7	35.4
Lactobacillus_2;size=1	1	1396	145	1396	100	144.721	39.5	22.9
Lactobacillus_3;size=1	1	1396	269	1396	100	268.35	39.6	20
Lactobacillus_4;size=1	1	1396	227	1396	100	225.978	39.6	31.3
Lactobacillus_5;size=1	1	1396	227	1396	100	226.51	39.7	37.8
Listeria_1;size=1	1	1370	199	1370	100	198.29	39.7	15.4
Pseudomonas_1_2_3_4;size=1	1	1357	82	1357	100	81.8718	39.6	60
Salmonella_7;size=1	1	1363	73	1363	100	72.8247	39.6	51.9
Staphylococcus_2;size=1	1	1372	215	1372	100	214.631	39.6	37.8
Staphylococcus_3;size=1	1	1372	200	1372	100	199.683	39.7	28
